dataset,instance,product,period,value
5X,IncT5x_7,EK8RM_6_8,95,83.0
5X,IncT5x_7,EK8RM_8_12,9,8206.0
5X,IncT5x_7,EK8RM_8_12,10,1553.0
5X,IncT5x_7,EK8RM_8_12,14,160.0
5X,IncT5x_7,EK8RM_8_12,17,2820.0
5X,IncT5x_7,EK8RM_8_12,18,11185.0
5X,IncT5x_7,EK8RM_8_12,19,76.0
5X,IncT5x_7,EK8RM_8_12,28,8206.0
5X,IncT5x_7,EK8RM_8_12,29,1553.0
5X,IncT5x_7,EK8RM_8_12,33,160.0
5X,IncT5x_7,EK8RM_8_12,36,2820.0
5X,IncT5x_7,EK8RM_8_12,37,11185.0
5X,IncT5x_7,EK8RM_8_12,38,76.0
5X,IncT5x_7,EK8RM_8_12,47,8206.0
5X,IncT5x_7,EK8RM_8_12,48,1553.0
5X,IncT5x_7,EK8RM_8_12,52,160.0
5X,IncT5x_7,EK8RM_8_12,55,2820.0
5X,IncT5x_7,EK8RM_8_12,56,11185.0
5X,IncT5x_7,EK8RM_8_12,57,76.0
5X,IncT5x_7,EK8RM_8_12,66,8206.0
5X,IncT5x_7,EK8RM_8_12,67,1553.0
5X,IncT5x_7,EK8RM_8_12,71,160.0
5X,IncT5x_7,EK8RM_8_12,74,2820.0
5X,IncT5x_7,EK8RM_8_12,75,11185.0
5X,IncT5x_7,EK8RM_8_12,76,76.0
5X,IncT5x_7,EK8RM_8_12,85,8206.0
5X,IncT5x_7,EK8RM_8_12,86,1553.0
5X,IncT5x_7,EK8RM_8_12,90,160.0
5X,IncT5x_7,EK8RM_8_12,93,2820.0
5X,IncT5x_7,EK8RM_8_12,94,11185.0
5X,IncT5x_7,EK8RM_8_12,95,76.0
5X,IncT5x_7,EK8RM_8_20,8,162.0
5X,IncT5x_7,EK8RM_8_20,9,7263.0
5X,IncT5x_7,EK8RM_8_20,12,5562.0
5X,IncT5x_7,EK8RM_8_20,19,2013.0
5X,IncT5x_7,EK8RM_8_20,27,162.0
5X,IncT5x_7,EK8RM_8_20,28,7263.0
5X,IncT5x_7,EK8RM_8_20,31,5562.0
5X,IncT5x_7,EK8RM_8_20,38,2013.0
5X,IncT5x_7,EK8RM_8_20,46,162.0
5X,IncT5x_7,EK8RM_8_20,47,7263.0
5X,IncT5x_7,EK8RM_8_20,50,5562.0
5X,IncT5x_7,EK8RM_8_20,57,2013.0
5X,IncT5x_7,EK8RM_8_20,65,162.0
5X,IncT5x_7,EK8RM_8_20,66,7263.0
5X,IncT5x_7,EK8RM_8_20,69,5562.0
5X,IncT5x_7,EK8RM_8_20,76,2013.0
5X,IncT5x_7,EK8RM_8_20,84,162.0
5X,IncT5x_7,EK8RM_8_20,85,7263.0
5X,IncT5x_7,EK8RM_8_20,88,5562.0
5X,IncT5x_7,EK8RM_8_20,95,2013.0
5X,IncT5x_7,EK8RM_12_16,10,1183.0
5X,IncT5x_7,EK8RM_12_16,14,1734.0
5X,IncT5x_7,EK8RM_12_16,15,1784.0
5X,IncT5x_7,EK8RM_12_16,17,244.0
5X,IncT5x_7,EK8RM_12_16,19,55.0
5X,IncT5x_7,EK8RM_12_16,29,1183.0
5X,IncT5x_7,EK8RM_12_16,33,1734.0
5X,IncT5x_7,EK8RM_12_16,34,1784.0
5X,IncT5x_7,EK8RM_12_16,36,244.0
5X,IncT5x_7,EK8RM_12_16,38,55.0
5X,IncT5x_7,EK8RM_12_16,48,1183.0
5X,IncT5x_7,EK8RM_12_16,52,1734.0
5X,IncT5x_7,EK8RM_12_16,53,1784.0
5X,IncT5x_7,EK8RM_12_16,55,244.0
5X,IncT5x_7,EK8RM_12_16,57,55.0
5X,IncT5x_7,EK8RM_12_16,67,1183.0
5X,IncT5x_7,EK8RM_12_16,71,1734.0
5X,IncT5x_7,EK8RM_12_16,72,1784.0
5X,IncT5x_7,EK8RM_12_16,74,244.0
5X,IncT5x_7,EK8RM_12_16,76,55.0
5X,IncT5x_7,EK8RM_12_16,86,1183.0
5X,IncT5x_7,EK8RM_12_16,90,1734.0
5X,IncT5x_7,EK8RM_12_16,91,1784.0
5X,IncT5x_7,EK8RM_12_16,93,244.0
5X,IncT5x_7,EK8RM_12_16,95,55.0
5X,IncT5x_7,EK8RM_12_30,5,819.0
5X,IncT5x_7,EK8RM_12_30,9,7111.0
5X,IncT5x_7,EK8RM_12_30,11,12021.0
5X,IncT5x_7,EK8RM_12_30,16,8480.0
5X,IncT5x_7,EK8RM_12_30,19,69.0
5X,IncT5x_7,EK8RM_12_30,24,819.0
5X,IncT5x_7,EK8RM_12_30,28,7111.0
5X,IncT5x_7,EK8RM_12_30,30,12021.0
5X,IncT5x_7,EK8RM_12_30,35,8480.0
5X,IncT5x_7,EK8RM_12_30,38,69.0
5X,IncT5x_7,EK8RM_12_30,43,819.0
5X,IncT5x_7,EK8RM_12_30,47,7111.0
5X,IncT5x_7,EK8RM_12_30,49,12021.0
5X,IncT5x_7,EK8RM_12_30,54,8480.0
5X,IncT5x_7,EK8RM_12_30,57,69.0
5X,IncT5x_7,EK8RM_12_30,62,819.0
5X,IncT5x_7,EK8RM_12_30,66,7111.0
5X,IncT5x_7,EK8RM_12_30,68,12021.0
5X,IncT5x_7,EK8RM_12_30,73,8480.0
5X,IncT5x_7,EK8RM_12_30,76,69.0
5X,IncT5x_7,EK8RM_12_30,81,819.0
5X,IncT5x_7,EK8RM_12_30,85,7111.0
5X,IncT5x_7,EK8RM_12_30,87,12021.0
5X,IncT5x_7,EK8RM_12_30,92,8480.0
5X,IncT5x_7,EK8RM_12_30,95,69.0
5X,IncT5x_7,EK8RM_18_30,5,355.0
5X,IncT5x_7,EK8RM_18_30,13,950.0
5X,IncT5x_7,EK8RM_18_30,17,1418.0
5X,IncT5x_7,EK8RM_18_30,18,3161.0
5X,IncT5x_7,EK8RM_18_30,19,116.0
5X,IncT5x_7,EK8RM_18_30,24,355.0
5X,IncT5x_7,EK8RM_18_30,32,950.0
5X,IncT5x_7,EK8RM_18_30,36,1418.0
5X,IncT5x_7,EK8RM_18_30,37,3161.0
5X,IncT5x_7,EK8RM_18_30,38,116.0
5X,IncT5x_7,EK8RM_18_30,43,355.0
5X,IncT5x_7,EK8RM_18_30,51,950.0
5X,IncT5x_7,EK8RM_18_30,55,1418.0
5X,IncT5x_7,EK8RM_18_30,56,3161.0
5X,IncT5x_7,EK8RM_18_30,57,116.0
5X,IncT5x_7,EK8RM_18_30,62,355.0
5X,IncT5x_7,EK8RM_18_30,70,950.0
5X,IncT5x_7,EK8RM_18_30,74,1418.0
5X,IncT5x_7,EK8RM_18_30,75,3161.0
5X,IncT5x_7,EK8RM_18_30,76,116.0
5X,IncT5x_7,EK8RM_18_30,81,355.0
5X,IncT5x_7,EK8RM_18_30,89,950.0
5X,IncT5x_7,EK8RM_18_30,93,1418.0
5X,IncT5x_7,EK8RM_18_30,94,3161.0
5X,IncT5x_7,EK8RM_18_30,95,116.0
5X,IncT5x_7,EK8RM_30_50,1,1030.0
5X,IncT5x_7,EK8RM_30_50,4,3338.0
5X,IncT5x_7,EK8RM_30_50,9,20827.0
5X,IncT5x_7,EK8RM_30_50,10,755.0
5X,IncT5x_7,EK8RM_30_50,12,8201.0
5X,IncT5x_7,EK8RM_30_50,17,694.0
5X,IncT5x_7,EK8RM_30_50,19,155.0
5X,IncT5x_7,EK8RM_30_50,20,1030.0
5X,IncT5x_7,EK8RM_30_50,23,3338.0
5X,IncT5x_7,EK8RM_30_50,28,20827.0
5X,IncT5x_7,EK8RM_30_50,29,755.0
5X,IncT5x_7,EK8RM_30_50,31,8201.0
5X,IncT5x_7,EK8RM_30_50,36,694.0
5X,IncT5x_7,EK8RM_30_50,38,155.0
5X,IncT5x_7,EK8RM_30_50,39,1030.0
5X,IncT5x_7,EK8RM_30_50,42,3338.0
5X,IncT5x_7,EK8RM_30_50,47,20827.0
5X,IncT5x_7,EK8RM_30_50,48,755.0
5X,IncT5x_7,EK8RM_30_50,50,8201.0
5X,IncT5x_7,EK8RM_30_50,55,694.0
5X,IncT5x_7,EK8RM_30_50,57,155.0
5X,IncT5x_7,EK8RM_30_50,58,1030.0
5X,IncT5x_7,EK8RM_30_50,61,3338.0
5X,IncT5x_7,EK8RM_30_50,66,20827.0
5X,IncT5x_7,EK8RM_30_50,67,755.0
5X,IncT5x_7,EK8RM_30_50,69,8201.0
5X,IncT5x_7,EK8RM_30_50,74,694.0
5X,IncT5x_7,EK8RM_30_50,76,155.0
5X,IncT5x_7,EK8RM_30_50,77,1030.0
5X,IncT5x_7,EK8RM_30_50,80,3338.0
5X,IncT5x_7,EK8RM_30_50,85,20827.0
5X,IncT5x_7,EK8RM_30_50,86,755.0
5X,IncT5x_7,EK8RM_30_50,88,8201.0
5X,IncT5x_7,EK8RM_30_50,93,694.0
5X,IncT5x_7,EK8RM_30_50,95,155.0
5X,IncT5x_7,EK8RM_28_F,7,1373.0
5X,IncT5x_7,EK8RM_28_F,8,4134.0
5X,IncT5x_7,EK8RM_28_F,10,669.0
5X,IncT5x_7,EK8RM_28_F,13,1313.0
5X,IncT5x_7,EK8RM_28_F,19,11.0
5X,IncT5x_7,EK8RM_28_F,26,1373.0
5X,IncT5x_7,EK8RM_28_F,27,4134.0
5X,IncT5x_7,EK8RM_28_F,29,669.0
5X,IncT5x_7,EK8RM_28_F,32,1313.0
5X,IncT5x_7,EK8RM_28_F,38,11.0
5X,IncT5x_7,EK8RM_28_F,45,1373.0
5X,IncT5x_7,EK8RM_28_F,46,4134.0
5X,IncT5x_7,EK8RM_28_F,48,669.0
5X,IncT5x_7,EK8RM_28_F,51,1313.0
5X,IncT5x_7,EK8RM_28_F,57,11.0
5X,IncT5x_7,EK8RM_28_F,64,1373.0
5X,IncT5x_7,EK8RM_28_F,65,4134.0
5X,IncT5x_7,EK8RM_28_F,67,669.0
5X,IncT5x_7,EK8RM_28_F,70,1313.0
5X,IncT5x_7,EK8RM_28_F,76,11.0
5X,IncT5x_7,EK8RM_28_F,83,1373.0
5X,IncT5x_7,EK8RM_28_F,84,4134.0
5X,IncT5x_7,EK8RM_28_F,86,669.0
5X,IncT5x_7,EK8RM_28_F,89,1313.0
5X,IncT5x_7,EK8RM_28_F,95,11.0
5X,IncT5x_7,EK8RM_50_F,3,1676.0
5X,IncT5x_7,EK8RM_50_F,12,806.0
5X,IncT5x_7,EK8RM_50_F,14,2580.0
5X,IncT5x_7,EK8RM_50_F,18,764.0
5X,IncT5x_7,EK8RM_50_F,19,174.0
5X,IncT5x_7,EK8RM_50_F,22,1676.0
5X,IncT5x_7,EK8RM_50_F,31,806.0
5X,IncT5x_7,EK8RM_50_F,33,2580.0
5X,IncT5x_7,EK8RM_50_F,37,764.0
5X,IncT5x_7,EK8RM_50_F,38,174.0
5X,IncT5x_7,EK8RM_50_F,41,1676.0
5X,IncT5x_7,EK8RM_50_F,50,806.0
5X,IncT5x_7,EK8RM_50_F,52,2580.0
5X,IncT5x_7,EK8RM_50_F,56,764.0
5X,IncT5x_7,EK8RM_50_F,57,174.0
5X,IncT5x_7,EK8RM_50_F,60,1676.0
5X,IncT5x_7,EK8RM_50_F,69,806.0
5X,IncT5x_7,EK8RM_50_F,71,2580.0
5X,IncT5x_7,EK8RM_50_F,75,764.0
5X,IncT5x_7,EK8RM_50_F,76,174.0
5X,IncT5x_7,EK8RM_50_F,79,1676.0
5X,IncT5x_7,EK8RM_50_F,88,806.0
5X,IncT5x_7,EK8RM_50_F,90,2580.0
5X,IncT5x_7,EK8RM_50_F,94,764.0
5X,IncT5x_7,EK8RM_50_F,95,174.0
5X,IncT5x_8,EK8A_16,15,213.0
5X,IncT5x_8,EK8A_16,19,37.0
5X,IncT5x_8,EK8A_16,34,213.0
5X,IncT5x_8,EK8A_16,38,37.0
5X,IncT5x_8,EK8A_16,53,213.0
5X,IncT5x_8,EK8A_16,57,37.0
5X,IncT5x_8,EK8A_16,72,213.0
5X,IncT5x_8,EK8A_16,76,37.0
5X,IncT5x_8,EK8A_16,91,213.0
5X,IncT5x_8,EK8A_16,95,37.0
5X,IncT5x_8,EK8A_24,11,1147.0
5X,IncT5x_8,EK8A_24,17,748.0
5X,IncT5x_8,EK8A_24,19,105.0
5X,IncT5x_8,EK8A_24,30,1147.0
5X,IncT5x_8,EK8A_24,36,748.0
5X,IncT5x_8,EK8A_24,38,105.0
5X,IncT5x_8,EK8A_24,49,1147.0
5X,IncT5x_8,EK8A_24,55,748.0
5X,IncT5x_8,EK8A_24,57,105.0
5X,IncT5x_8,EK8A_24,68,1147.0
5X,IncT5x_8,EK8A_24,74,748.0
5X,IncT5x_8,EK8A_24,76,105.0
5X,IncT5x_8,EK8A_24,87,1147.0
5X,IncT5x_8,EK8A_24,93,748.0
5X,IncT5x_8,EK8A_24,95,105.0
5X,IncT5x_8,EK8A_30,5,518.0
5X,IncT5x_8,EK8A_30,10,731.0
5X,IncT5x_8,EK8A_30,19,1.0
5X,IncT5x_8,EK8A_30,24,518.0
5X,IncT5x_8,EK8A_30,29,731.0
5X,IncT5x_8,EK8A_30,38,1.0
5X,IncT5x_8,EK8A_30,43,518.0
5X,IncT5x_8,EK8A_30,48,731.0
5X,IncT5x_8,EK8A_30,57,1.0
5X,IncT5x_8,EK8A_30,62,518.0
5X,IncT5x_8,EK8A_30,67,731.0
5X,IncT5x_8,EK8A_30,76,1.0
5X,IncT5x_8,EK8A_30,81,518.0
5X,IncT5x_8,EK8A_30,86,731.0
5X,IncT5x_8,EK8A_30,95,1.0
5X,IncT5x_8,EK8A_36,1,3499.0
5X,IncT5x_8,EK8A_36,11,218.0
5X,IncT5x_8,EK8A_36,14,464.0
5X,IncT5x_8,EK8A_36,19,69.0
5X,IncT5x_8,EK8A_36,20,3499.0
5X,IncT5x_8,EK8A_36,30,218.0
5X,IncT5x_8,EK8A_36,33,464.0
5X,IncT5x_8,EK8A_36,38,69.0
5X,IncT5x_8,EK8A_36,39,3499.0
5X,IncT5x_8,EK8A_36,49,218.0
5X,IncT5x_8,EK8A_36,52,464.0
5X,IncT5x_8,EK8A_36,57,69.0
5X,IncT5x_8,EK8A_36,58,3499.0
5X,IncT5x_8,EK8A_36,68,218.0
5X,IncT5x_8,EK8A_36,71,464.0
5X,IncT5x_8,EK8A_36,76,69.0
5X,IncT5x_8,EK8A_36,77,3499.0
5X,IncT5x_8,EK8A_36,87,218.0
5X,IncT5x_8,EK8A_36,90,464.0
5X,IncT5x_8,EK8A_36,95,69.0
5X,IncT5x_8,EK8A_46,9,9105.0
5X,IncT5x_8,EK8A_46,18,213.0
5X,IncT5x_8,EK8A_46,19,182.0
5X,IncT5x_8,EK8A_46,28,9105.0
5X,IncT5x_8,EK8A_46,37,213.0
5X,IncT5x_8,EK8A_46,38,182.0
5X,IncT5x_8,EK8A_46,47,9105.0
5X,IncT5x_8,EK8A_46,56,213.0
5X,IncT5x_8,EK8A_46,57,182.0
5X,IncT5x_8,EK8A_46,66,9105.0
5X,IncT5x_8,EK8A_46,75,213.0
5X,IncT5x_8,EK8A_46,76,182.0
5X,IncT5x_8,EK8A_46,85,9105.0
5X,IncT5x_8,EK8A_46,94,213.0
5X,IncT5x_8,EK8A_46,95,182.0
5X,IncT5x_8,EK8A_54,14,1328.0
5X,IncT5x_8,EK8A_54,15,576.0
5X,IncT5x_8,EK8A_54,19,96.0
5X,IncT5x_8,EK8A_54,33,1328.0
5X,IncT5x_8,EK8A_54,34,576.0
5X,IncT5x_8,EK8A_54,38,96.0
5X,IncT5x_8,EK8A_54,52,1328.0
5X,IncT5x_8,EK8A_54,53,576.0
5X,IncT5x_8,EK8A_54,57,96.0
5X,IncT5x_8,EK8A_54,71,1328.0
5X,IncT5x_8,EK8A_54,72,576.0
5X,IncT5x_8,EK8A_54,76,96.0
5X,IncT5x_8,EK8A_54,90,1328.0
5X,IncT5x_8,EK8A_54,91,576.0
5X,IncT5x_8,EK8A_54,95,96.0
5X,IncT5x_8,EK8A_60,12,290.0
5X,IncT5x_8,EK8A_60,14,587.0
5X,IncT5x_8,EK8A_60,17,4950.0
5X,IncT5x_8,EK8A_60,19,4723.0
5X,IncT5x_8,EK8A_60,31,290.0
5X,IncT5x_8,EK8A_60,33,587.0
5X,IncT5x_8,EK8A_60,36,4950.0
5X,IncT5x_8,EK8A_60,38,4723.0
5X,IncT5x_8,EK8A_60,50,290.0
5X,IncT5x_8,EK8A_60,52,587.0
5X,IncT5x_8,EK8A_60,55,4950.0
5X,IncT5x_8,EK8A_60,57,4723.0
5X,IncT5x_8,EK8A_60,69,290.0
5X,IncT5x_8,EK8A_60,71,587.0
5X,IncT5x_8,EK8A_60,74,4950.0
5X,IncT5x_8,EK8A_60,76,4723.0
5X,IncT5x_8,EK8A_60,88,290.0
5X,IncT5x_8,EK8A_60,90,587.0
5X,IncT5x_8,EK8A_60,93,4950.0
5X,IncT5x_8,EK8A_60,95,4723.0
5X,IncT5x_8,EK8A_80,10,1251.0
5X,IncT5x_8,EK8A_80,18,1839.0
5X,IncT5x_8,EK8A_80,19,6910.0
5X,IncT5x_8,EK8A_80,29,1251.0
5X,IncT5x_8,EK8A_80,37,1839.0
5X,IncT5x_8,EK8A_80,38,6910.0
5X,IncT5x_8,EK8A_80,48,1251.0
5X,IncT5x_8,EK8A_80,56,1839.0
5X,IncT5x_8,EK8A_80,57,6910.0
5X,IncT5x_8,EK8A_80,67,1251.0
5X,IncT5x_8,EK8A_80,75,1839.0
5X,IncT5x_8,EK8A_80,76,6910.0
5X,IncT5x_8,EK8A_80,86,1251.0
5X,IncT5x_8,EK8A_80,94,1839.0
5X,IncT5x_8,EK8A_80,95,6910.0
5X,IncT5x_8,EK8A_100,8,634.0
5X,IncT5x_8,EK8A_100,11,2166.0
5X,IncT5x_8,EK8A_100,15,284.0
5X,IncT5x_8,EK8A_100,19,366.0
5X,IncT5x_8,EK8A_100,27,634.0
5X,IncT5x_8,EK8A_100,30,2166.0
5X,IncT5x_8,EK8A_100,34,284.0
5X,IncT5x_8,EK8A_100,38,366.0
5X,IncT5x_8,EK8A_100,46,634.0
5X,IncT5x_8,EK8A_100,49,2166.0
5X,IncT5x_8,EK8A_100,53,284.0
5X,IncT5x_8,EK8A_100,57,366.0
5X,IncT5x_8,EK8A_100,65,634.0
5X,IncT5x_8,EK8A_100,68,2166.0
5X,IncT5x_8,EK8A_100,72,284.0
5X,IncT5x_8,EK8A_100,76,366.0
5X,IncT5x_8,EK8A_100,84,634.0
5X,IncT5x_8,EK8A_100,87,2166.0
5X,IncT5x_8,EK8A_100,91,284.0
5X,IncT5x_8,EK8A_100,95,366.0
5X,IncT5x_8,EK8A_120,3,429.0
5X,IncT5x_8,EK8A_120,8,235.0
5X,IncT5x_8,EK8A_120,10,579.0
5X,IncT5x_8,EK8A_120,14,247.0
5X,IncT5x_8,EK8A_120,16,1920.0
5X,IncT5x_8,EK8A_120,17,533.0
5X,IncT5x_8,EK8A_120,18,632.0
5X,IncT5x_8,EK8A_120,19,25.0
5X,IncT5x_8,EK8A_120,22,429.0
5X,IncT5x_8,EK8A_120,27,235.0
5X,IncT5x_8,EK8A_120,29,579.0
5X,IncT5x_8,EK8A_120,33,247.0
5X,IncT5x_8,EK8A_120,35,1920.0
5X,IncT5x_8,EK8A_120,36,533.0
5X,IncT5x_8,EK8A_120,37,632.0
5X,IncT5x_8,EK8A_120,38,25.0
5X,IncT5x_8,EK8A_120,41,429.0
5X,IncT5x_8,EK8A_120,46,235.0
5X,IncT5x_8,EK8A_120,48,579.0
5X,IncT5x_8,EK8A_120,52,247.0
5X,IncT5x_8,EK8A_120,54,1920.0
5X,IncT5x_8,EK8A_120,55,533.0
5X,IncT5x_8,EK8A_120,56,632.0
5X,IncT5x_8,EK8A_120,57,25.0
5X,IncT5x_8,EK8A_120,60,429.0
5X,IncT5x_8,EK8A_120,65,235.0
5X,IncT5x_8,EK8A_120,67,579.0
5X,IncT5x_8,EK8A_120,71,247.0
5X,IncT5x_8,EK8A_120,73,1920.0
5X,IncT5x_8,EK8A_120,74,533.0
5X,IncT5x_8,EK8A_120,75,632.0
5X,IncT5x_8,EK8A_120,76,25.0
5X,IncT5x_8,EK8A_120,79,429.0
5X,IncT5x_8,EK8A_120,84,235.0
5X,IncT5x_8,EK8A_120,86,579.0
5X,IncT5x_8,EK8A_120,90,247.0
5X,IncT5x_8,EK8A_120,92,1920.0
5X,IncT5x_8,EK8A_120,93,533.0
5X,IncT5x_8,EK8A_120,94,632.0
5X,IncT5x_8,EK8A_120,95,25.0
5X,IncT5x_8,EK8A_150,9,2349.0
5X,IncT5x_8,EK8A_150,19,2151.0
5X,IncT5x_8,EK8A_150,28,2349.0
5X,IncT5x_8,EK8A_150,38,2151.0
5X,IncT5x_8,EK8A_150,47,2349.0
5X,IncT5x_8,EK8A_150,57,2151.0
5X,IncT5x_8,EK8A_150,66,2349.0
5X,IncT5x_8,EK8A_150,76,2151.0
5X,IncT5x_8,EK8A_150,85,2349.0
5X,IncT5x_8,EK8A_150,95,2151.0
5X,IncT5x_8,EK8A_FFF,6,518.0
5X,IncT5x_8,EK8A_FFF,8,2285.0
5X,IncT5x_8,EK8A_FFF,19,197.0
5X,IncT5x_8,EK8A_FFF,25,518.0
5X,IncT5x_8,EK8A_FFF,27,2285.0
5X,IncT5x_8,EK8A_FFF,38,197.0
5X,IncT5x_8,EK8A_FFF,44,518.0
5X,IncT5x_8,EK8A_FFF,46,2285.0
5X,IncT5x_8,EK8A_FFF,57,197.0
5X,IncT5x_8,EK8A_FFF,63,518.0
5X,IncT5x_8,EK8A_FFF,65,2285.0
5X,IncT5x_8,EK8A_FFF,76,197.0
5X,IncT5x_8,EK8A_FFF,82,518.0
5X,IncT5x_8,EK8A_FFF,84,2285.0
5X,IncT5x_8,EK8A_FFF,95,197.0
5X,IncT5x_8,EK8R_3_5_7,10,809.0
5X,IncT5x_8,EK8R_3_5_7,19,191.0
5X,IncT5x_8,EK8R_3_5_7,29,809.0
5X,IncT5x_8,EK8R_3_5_7,38,191.0
5X,IncT5x_8,EK8R_3_5_7,48,809.0
5X,IncT5x_8,EK8R_3_5_7,57,191.0
5X,IncT5x_8,EK8R_3_5_7,67,809.0
5X,IncT5x_8,EK8R_3_5_7,76,191.0
5X,IncT5x_8,EK8R_3_5_7,86,809.0
5X,IncT5x_8,EK8R_3_5_7,95,191.0
5X,IncT5x_8,EK8R_4_10,8,161.0
5X,IncT5x_8,EK8R_4_10,9,507.0
5X,IncT5x_8,EK8R_4_10,11,268.0
5X,IncT5x_8,EK8R_4_10,13,748.0
5X,IncT5x_8,EK8R_4_10,19,7316.0
5X,IncT5x_8,EK8R_4_10,27,161.0
5X,IncT5x_8,EK8R_4_10,28,507.0
5X,IncT5x_8,EK8R_4_10,30,268.0
5X,IncT5x_8,EK8R_4_10,32,748.0
5X,IncT5x_8,EK8R_4_10,38,7316.0
5X,IncT5x_8,EK8R_4_10,46,161.0
5X,IncT5x_8,EK8R_4_10,47,507.0
5X,IncT5x_8,EK8R_4_10,49,268.0
5X,IncT5x_8,EK8R_4_10,51,748.0
5X,IncT5x_8,EK8R_4_10,57,7316.0
5X,IncT5x_8,EK8R_4_10,65,161.0
5X,IncT5x_8,EK8R_4_10,66,507.0
5X,IncT5x_8,EK8R_4_10,68,268.0
5X,IncT5x_8,EK8R_4_10,70,748.0
5X,IncT5x_8,EK8R_4_10,76,7316.0
5X,IncT5x_8,EK8R_4_10,84,161.0
5X,IncT5x_8,EK8R_4_10,85,507.0
5X,IncT5x_8,EK8R_4_10,87,268.0
5X,IncT5x_8,EK8R_4_10,89,748.0
5X,IncT5x_8,EK8R_4_10,95,7316.0
5X,IncT5x_8,EK8R_6_10,2,1567.0
5X,IncT5x_8,EK8R_6_10,9,2226.0
5X,IncT5x_8,EK8R_6_10,19,207.0
5X,IncT5x_8,EK8R_6_10,21,1567.0
5X,IncT5x_8,EK8R_6_10,28,2226.0
5X,IncT5x_8,EK8R_6_10,38,207.0
5X,IncT5x_8,EK8R_6_10,40,1567.0
5X,IncT5x_8,EK8R_6_10,47,2226.0
5X,IncT5x_8,EK8R_6_10,57,207.0
5X,IncT5x_8,EK8R_6_10,59,1567.0
5X,IncT5x_8,EK8R_6_10,66,2226.0
5X,IncT5x_8,EK8R_6_10,76,207.0
5X,IncT5x_8,EK8R_6_10,78,1567.0
5X,IncT5x_8,EK8R_6_10,85,2226.0
5X,IncT5x_8,EK8R_6_10,95,207.0
5X,IncT5x_8,EK8R_10_20,4,437.0
5X,IncT5x_8,EK8R_10_20,17,197.0
5X,IncT5x_8,EK8R_10_20,19,266.0
5X,IncT5x_8,EK8R_10_20,23,437.0
5X,IncT5x_8,EK8R_10_20,36,197.0
5X,IncT5x_8,EK8R_10_20,38,266.0
5X,IncT5x_8,EK8R_10_20,42,437.0
5X,IncT5x_8,EK8R_10_20,55,197.0
5X,IncT5x_8,EK8R_10_20,57,266.0
5X,IncT5x_8,EK8R_10_20,61,437.0
5X,IncT5x_8,EK8R_10_20,74,197.0
5X,IncT5x_8,EK8R_10_20,76,266.0
5X,IncT5x_8,EK8R_10_20,80,437.0
5X,IncT5x_8,EK8R_10_20,93,197.0
5X,IncT5x_8,EK8R_10_20,95,266.0
5X,IncT5x_8,EK8R_12_16,7,8671.0
5X,IncT5x_8,EK8R_12_16,8,1470.0
5X,IncT5x_8,EK8R_12_16,17,1434.0
5X,IncT5x_8,EK8R_12_16,18,199.0
5X,IncT5x_8,EK8R_12_16,19,226.0
5X,IncT5x_8,EK8R_12_16,26,8671.0
5X,IncT5x_8,EK8R_12_16,27,1470.0
5X,IncT5x_8,EK8R_12_16,36,1434.0
5X,IncT5x_8,EK8R_12_16,37,199.0
5X,IncT5x_8,EK8R_12_16,38,226.0
5X,IncT5x_8,EK8R_12_16,45,8671.0
5X,IncT5x_8,EK8R_12_16,46,1470.0
5X,IncT5x_8,EK8R_12_16,55,1434.0
5X,IncT5x_8,EK8R_12_16,56,199.0
5X,IncT5x_8,EK8R_12_16,57,226.0
5X,IncT5x_8,EK8R_12_16,64,8671.0
5X,IncT5x_8,EK8R_12_16,65,1470.0
5X,IncT5x_8,EK8R_12_16,74,1434.0
5X,IncT5x_8,EK8R_12_16,75,199.0
5X,IncT5x_8,EK8R_12_16,76,226.0
5X,IncT5x_8,EK8R_12_16,83,8671.0
5X,IncT5x_8,EK8R_12_16,84,1470.0
5X,IncT5x_8,EK8R_12_16,93,1434.0
5X,IncT5x_8,EK8R_12_16,94,199.0
5X,IncT5x_8,EK8R_12_16,95,226.0
5X,IncT5x_8,EK8R_10_36,4,869.0
5X,IncT5x_8,EK8R_10_36,9,522.0
5X,IncT5x_8,EK8R_10_36,16,381.0
5X,IncT5x_8,EK8R_10_36,19,228.0
5X,IncT5x_8,EK8R_10_36,23,869.0
5X,IncT5x_8,EK8R_10_36,28,522.0
5X,IncT5x_8,EK8R_10_36,35,381.0
5X,IncT5x_8,EK8R_10_36,38,228.0
5X,IncT5x_8,EK8R_10_36,42,869.0
5X,IncT5x_8,EK8R_10_36,47,522.0
5X,IncT5x_8,EK8R_10_36,54,381.0
5X,IncT5x_8,EK8R_10_36,57,228.0
5X,IncT5x_8,EK8R_10_36,61,869.0
5X,IncT5x_8,EK8R_10_36,66,522.0
5X,IncT5x_8,EK8R_10_36,73,381.0
5X,IncT5x_8,EK8R_10_36,76,228.0
5X,IncT5x_8,EK8R_10_36,80,869.0
5X,IncT5x_8,EK8R_10_36,85,522.0
5X,IncT5x_8,EK8R_10_36,92,381.0
5X,IncT5x_8,EK8R_10_36,95,228.0
5X,IncT5x_8,EK8R_20_40,7,2323.0
5X,IncT5x_8,EK8R_20_40,8,328.0
5X,IncT5x_8,EK8R_20_40,10,427.0
5X,IncT5x_8,EK8R_20_40,19,72.0
